genome_id,BioProject,assembly,assembly_level,assembly_type,biosample,date,genbank,genome_representation,genus,organism,refseq,refseq_category,refseq_genbank_identity,release_type,species,strain,submitter,tax_id
GCF_009809365.1,PRJNA576774,ASM980936v1,Contig,na,SAMN13008359,2019-12-30,GCA_009809365.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009809365.1,,yes,major,acidilactici,FAM19390,Agroscope,1254
GCF_009809375.1,PRJNA576774,ASM980937v1,Contig,na,SAMN13008358,2019-12-30,GCA_009809375.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009809375.1,,yes,major,acidilactici,FAM20325,Agroscope,1254
GCF_003591195.1,PRJNA479750,ASM359119v1,Contig,na,SAMN09604260,2018-09-24,GCA_003591195.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_003591195.1,,yes,major,acidilactici,WT,Kangwon Natl. Univ.,1254
GCF_009808375.1,PRJNA576774,ASM980837v1,Scaffold,na,SAMN13008409,2019-12-30,GCA_009808375.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009808375.1,,yes,major,acidilactici,FAM22132,Agroscope,1254
GCF_009808215.1,PRJNA576774,ASM980821v1,Contig,na,SAMN13008303,2019-12-30,GCA_009808215.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009808215.1,,yes,major,acidilactici,FAM20559,Agroscope,1254
GCF_009809315.1,PRJNA576774,ASM980931v1,Contig,na,SAMN13008361,2019-12-30,GCA_009809315.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009809315.1,,yes,major,acidilactici,FAM19154,Agroscope,1254
GCF_009807975.1,PRJNA576774,ASM980797v1,Contig,na,SAMN13008315,2019-12-30,GCA_009807975.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009807975.1,,yes,major,acidilactici,FAM19153,Agroscope,1254
GCF_009808025.1,PRJNA576774,ASM980802v1,Contig,na,SAMN13008311,2019-12-30,GCA_009808025.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009808025.1,,yes,major,acidilactici,FAM19157,Agroscope,1254
GCF_009809345.1,PRJNA576774,ASM980934v1,Contig,na,SAMN13008360,2019-12-30,GCA_009809345.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009809345.1,,yes,major,acidilactici,FAM19879,Agroscope,1254
GCF_009809395.1,PRJNA576774,ASM980939v1,Contig,na,SAMN13008357,2019-12-30,GCA_009809395.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009809395.1,,yes,major,acidilactici,FAM13473,Agroscope,1254
GCF_009808225.1,PRJNA576774,ASM980822v1,Scaffold,na,SAMN13008301,2019-12-30,GCA_009808225.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009808225.1,,yes,major,acidilactici,FAM19701,Agroscope,1254
GCF_009807745.1,PRJNA576774,ASM980774v1,Contig,na,SAMN13008329,2019-12-30,GCA_009807745.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009807745.1,,yes,major,acidilactici,FAM19393,Agroscope,1254
GCF_009808355.1,PRJNA576774,ASM980835v1,Contig,na,SAMN13008410,2019-12-30,GCA_009808355.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009808355.1,,yes,major,acidilactici,FAM19324,Agroscope,1254
GCF_009807735.1,PRJNA576774,ASM980773v1,Scaffold,na,SAMN13008327,2019-12-30,GCA_009807735.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009807735.1,,yes,major,acidilactici,FAM20557,Agroscope,1254
GCF_009808535.1,PRJNA576774,ASM980853v1,Contig,na,SAMN13008401,2019-12-30,GCA_009808535.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009808535.1,,yes,major,acidilactici,FAM20553,Agroscope,1254
GCF_009809305.1,PRJNA576774,ASM980930v1,Contig,na,SAMN13008362,2019-12-30,GCA_009809305.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009809305.1,,yes,major,acidilactici,FAM20547,Agroscope,1254
GCF_009808595.1,PRJNA576774,ASM980859v1,Contig,na,SAMN13008397,2019-12-30,GCA_009808595.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009808595.1,,yes,major,acidilactici,FAM20580,Agroscope,1254
GCF_009808625.1,PRJNA576774,ASM980862v1,Scaffold,na,SAMN13008396,2019-12-30,GCA_009808625.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009808625.1,,yes,major,acidilactici,FAM19882,Agroscope,1254
GCF_009809715.1,PRJNA576774,ASM980971v1,Contig,na,SAMN13008341,2019-12-30,GCA_009809715.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009809715.1,,yes,major,acidilactici,FAM13881,Agroscope,1254
GCF_009807755.1,PRJNA576774,ASM980775v1,Contig,na,SAMN13008328,2019-12-30,GCA_009807755.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009807755.1,,yes,major,acidilactici,FAM22261,Agroscope,1254
GCF_009809545.1,PRJNA576774,ASM980954v1,Contig,na,SAMN13008351,2019-12-30,GCA_009809545.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009809545.1,,yes,major,acidilactici,FAM22262,Agroscope,1254
GCF_009808335.1,PRJNA576774,ASM980833v1,Scaffold,na,SAMN13008413,2019-12-30,GCA_009808335.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009808335.1,,yes,major,acidilactici,FAM20561,Agroscope,1254
GCF_009809915.1,PRJNA576774,ASM980991v1,Contig,na,SAMN13008330,2019-12-30,GCA_009809915.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009809915.1,,yes,major,acidilactici,FAM20551,Agroscope,1254
GCF_009808255.1,PRJNA576774,ASM980825v1,Contig,na,SAMN13008416,2019-12-30,GCA_009808255.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009808255.1,,yes,major,acidilactici,FAM20562,Agroscope,1254
GCF_009808775.1,PRJNA576774,ASM980877v1,Scaffold,na,SAMN13008390,2019-12-30,GCA_009808775.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009808775.1,,yes,major,acidilactici,FAM22234,Agroscope,1254
GCF_009809275.1,PRJNA576774,ASM980927v1,Contig,na,SAMN13008364,2019-12-30,GCA_009809275.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009809275.1,,yes,major,acidilactici,FAM20552,Agroscope,1254
GCF_009809535.1,PRJNA576774,ASM980953v1,Contig,na,SAMN13008349,2019-12-30,GCA_009809535.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009809535.1,,yes,major,acidilactici,FAM19852,Agroscope,1254
GCF_009808715.1,PRJNA576774,ASM980871v1,Contig,na,SAMN13008393,2019-12-30,GCA_009808715.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009808715.1,,yes,major,acidilactici,FAM17419c1,Agroscope,1254
GCF_009808965.1,PRJNA576774,ASM980896v1,Contig,na,SAMN13008378,2019-12-30,GCA_009808965.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009808965.1,,yes,major,acidilactici,FAM20622,Agroscope,1254
GCF_009809025.1,PRJNA576774,ASM980902v1,Scaffold,na,SAMN13008377,2019-12-30,GCA_009809025.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009809025.1,,yes,major,acidilactici,FAM20560,Agroscope,1254
GCF_001634455.1,PRJNA308163,ASM163445v1,Contig,na,SAMN04387728,2016-04-30,GCA_001634455.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_001634455.1,,yes,major,acidilactici,NRCC1,ICAR-National Research Centre on Camel,1254
GCF_009809115.1,PRJNA576774,ASM980911v1,Contig,na,SAMN13008371,2019-12-30,GCA_009809115.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_009809115.1,,yes,major,acidilactici,FAM20623,Agroscope,1254
GCF_001638245.1,PRJNA309020,ASM163824v1,Contig,na,SAMN04419358,2016-05-06,GCA_001638245.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_001638245.1,,yes,major,acidilactici,NRCC3,ICAR-National Research Centre on Camel,1254
GCF_001461015.1,PRJNA296933,ASM146101v1,Contig,na,SAMN04111307,2015-12-04,GCA_001461015.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_001461015.1,,yes,major,acidilactici,S1,"Shin's Lab., Kyungpook National University",1254
GCF_015669505.1,PRJNA637878,ASM1566950v1,Contig,na,SAMN15532451,2020-11-23,GCA_015669505.1,full,Pediococcus,Pediococcus acidilactici (firmicutes),GCF_015669505.1,,yes,major,acidilactici,1001095A_150126_C3,Icahn School of Medicine at Mount Sinai,1254
GCF_000163095.1,PRJNA40051,ASM16309v1,Scaffold,na,SAMN02463809,2009-12-04,GCA_000163095.1,full,Pediococcus,Pediococcus acidilactici 7_4 (firmicutes),GCF_000163095.1,,yes,major,acidilactici,7_4,Broad Institute,563194
GCF_000526815.1,PRJNA214531,ASM52681v1,Contig,na,SAMN02584994,2014-01-14,GCA_000526815.1,full,Pediococcus,Pediococcus acidilactici AGR20 (firmicutes),GCF_000526815.1,,yes,major,acidilactici,AGR20,DOE Joint Genome Institute,1384067
GCF_000380265.1,PRJNA193440,PAD3_1.0,Scaffold,na,SAMN01991044,2013-04-23,GCA_000380265.1,full,Pediococcus,Pediococcus acidilactici D3 (firmicutes),GCF_000380265.1,,yes,major,acidilactici,D3,Texas A&M University,1306952
GCF_000146325.1,PRJNA50527,ASM14632v1,Scaffold,na,SAMN00116807,2010-08-27,GCA_000146325.1,full,Pediococcus,Pediococcus acidilactici DSM 20284 (firmicutes),GCF_000146325.1,,yes,major,acidilactici,DSM 20284,Baylor College of Medicine,862514
GCF_000235805.1,PRJNA72773,ASM23580v2,Contig,na,SAMN02469945,2011-11-18,GCA_000235805.2,full,Pediococcus,Pediococcus acidilactici MA18/5M (firmicutes),GCF_000235805.1,,yes,major,acidilactici,MA18/5M,Institut Rosell Lallemand Inc.,1080365
GCF_002848015.1,PRJNA316969,ASM284801v1,Scaffold,na,SAMN08193701,2017-12-28,GCA_002848015.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_002848015.1,,yes,major,rhamnosus,UMB0004,Loyola University Chicago,47715
GCF_900636965.1,PRJEB6403,45296_G02,Complete Genome,na,SAMEA3905380,2018-12-20,GCA_900636965.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_900636965.1,,yes,major,rhamnosus,NCTC13764,SC,47715
GCF_016653515.1,PRJNA689681,ASM1665351v1,Complete Genome,na,SAMN17214539,2021-01-17,GCA_016653515.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_016653515.1,,yes,major,rhamnosus,KF7,"Technology Center of Bright Dairy & Food Co., Ltd,China",47715
GCF_001988935.1,PRJNA308635,ASM198893v1,Complete Genome,na,SAMN04404358,2017-02-06,GCA_001988935.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_001988935.1,,yes,major,rhamnosus,BFE5264,"AtoGen CO., Ltd.",47715
GCF_002158925.1,PRJNA387641,ASM215892v1,Complete Genome,na,SAMN07160384,2017-05-30,GCA_002158925.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_002158925.1,,yes,major,rhamnosus,4B15,Wonkwang University,47715
GCF_900070175.1,PRJEB12623,Lactobacillus rhamnosus CECT 8800,Complete Genome,na,SAMEA3879648,2016-03-01,GCA_900070175.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_900070175.1,,yes,major,rhamnosus,BPL5,Ferring International Center S.A.,47715
GCF_008727835.1,PRJNA572562,ASM872783v1,Complete Genome,na,SAMN12793868,2019-09-29,GCA_008727835.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_008727835.1,,yes,major,rhamnosus,hsryfm 1301,Yangzhou University,47715
GCF_015377485.1,PRJNA579198,ASM1537748v1,Complete Genome,na,SAMN13106275,2020-11-12,GCA_015377485.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_015377485.1,,yes,major,rhamnosus,TK-F8B,Zhejiang Tianke High Technology Development Co.Ltd.,47715
GCF_902381635.1,PRJEB33885,UHGG_MGYG-HGUT-01293,Complete Genome,na,SAMEA5850796,2019-08-10,GCA_902381635.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_902381635.1,,yes,major,rhamnosus,MGYG-HGUT-01293,EMG,47715
GCF_004010975.1,PRJNA422361,ASM401097v1,Complete Genome,na,SAMN08176627,2019-01-10,GCA_004010975.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_004010975.1,,yes,major,rhamnosus,LR-B1,Zhejiang University School of Medicine,47715
GCF_017795605.1,PRJNA623728,ASM1779560v1,Complete Genome,na,SAMN14558312,2021-04-06,GCA_017795605.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_017795605.1,,yes,major,rhamnosus,LDTM7511,Seoul National University,47715
GCF_008831425.1,PRJNA574342,ASM883142v1,Complete Genome,na,SAMN12856534,2019-10-07,GCA_008831425.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_008831425.1,,yes,major,rhamnosus,BIO6870,Bioprox,47715
GCF_018228745.1,PRJNA725026,ASM1822874v1,Complete Genome,na,SAMN18868053,2021-05-03,GCA_018228745.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_018228745.1,,yes,major,rhamnosus,X253,"Shijiazhuang Junlebao Dairy Co., Ltd.",47715
GCF_900636875.1,PRJEB6403,44927_D01,Complete Genome,na,SAMEA3881060,2018-12-20,GCA_900636875.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_900636875.1,,yes,major,rhamnosus,NCTC13710,SC,47715
GCF_019967935.1,PRJNA757596,ASM1996793v1,Complete Genome,na,SAMN20968817,2021-09-14,GCA_019967935.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_019967935.1,,yes,major,rhamnosus,CAU 1365,Chung-Ang University,47715
GCF_003433395.1,PRJNA361426,ASM343339v1,Complete Genome,na,SAMN07235705,2018-02-28,GCA_003433395.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_003433395.1,,yes,major,rhamnosus,ATCC 11443,"Guangxi Academy of Sciences, China",47715
GCF_002960215.1,PRJNA361426,ASM296021v1,Complete Genome,na,SAMN06233708,2018-02-28,GCA_002960215.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_002960215.1,,yes,major,rhamnosus,SCT-10-10-60,"Guangxi Academy of Sciences, China",47715
GCF_009720565.1,PRJNA574342,ASM972056v1,Complete Genome,na,SAMN13344000,2019-11-30,GCA_009720565.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_009720565.1,,yes,major,rhamnosus,BIO5326,Bioprox,47715
GCF_002286235.1,PRJNA340067,ASM228623v1,Complete Genome,na,SAMN05631078,2017-09-05,GCA_002286235.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_002286235.1,,yes,major,rhamnosus,LR5,Korea Food Research Institute,47715
GCF_020826335.1,PRJNA776987,ASM2082633v1,Complete Genome,na,SAMN22826457,2021-11-10,GCA_020826335.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_020826335.1,,yes,major,rhamnosus,PMC203,Probiotics Microbiome Convergence Center,47715
GCF_006151905.1,PRJNA545569,ASM615190v1,Complete Genome,na,SAMN11896630,2019-06-09,GCA_006151905.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_006151905.1,Representative Genome,yes,major,rhamnosus,1.0320,Northeast Agricultural University,47715
GCF_018141205.1,PRJNA720963,ASM1814120v1,Complete Genome,na,SAMN18687446,2021-04-27,GCA_018141205.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_018141205.1,,yes,major,rhamnosus,CE1,Howard University,47715
GCF_018286375.1,PRJNA720963,ASM1828637v1,Complete Genome,na,SAMN18869154,2021-05-06,GCA_018286375.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_018286375.1,,yes,major,rhamnosus,AS,Howard University,47715
GCF_016599675.1,PRJNA687329,ASM1659967v2,Complete Genome,na,SAMN17141195,2021-01-11,GCA_016599675.2,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_016599675.1,,yes,major,rhamnosus,B6,"Technology Center of Bright Dairy & Food Co., Ltd, China",47715
GCF_013167115.1,PRJNA633420,ASM1316711v1,Complete Genome,na,SAMN14943671,2020-05-26,GCA_013167115.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_013167115.1,,yes,major,rhamnosus,LV108,"Uni-enterprise (China) Holding, Ltd.",47715
GCF_002076955.1,PRJNA359638,ASM207695v1,Complete Genome,na,SAMN06196449,2017-04-03,GCA_002076955.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_002076955.1,,yes,major,rhamnosus,Pen,Genomed SA,47715
GCF_009429065.1,PRJNA579036,ASM942906v1,Chromosome,na,SAMN13091356,2019-10-31,GCA_009429065.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_009429065.1,,yes,major,rhamnosus,IDCC 3201,"Research Laboratories, Ildong Pharmaceutical",47715
GCF_001590655.1,PRJNA314166,ASM159065v1,Chromosome,na,SAMN04530063,2016-03-14,GCA_001590655.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_001590655.1,,yes,major,rhamnosus,ASCC 290,The University of Hong Kong,47715
GCF_002025085.1,PRJNA378121,ASM202508v1,Chromosome,na,SAMN06479972,2017-03-13,GCA_002025085.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_002025085.1,,yes,major,rhamnosus,WQ2,The University of Hong Kong,47715
GCF_002849515.1,PRJNA427569,ASM284951v1,Contig,na,SAMN08239957,2018-01-02,GCA_002849515.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_002849515.1,,yes,major,rhamnosus,NRRL B-442,University of Connecticut,47715
GCF_003061565.1,PRJNA336518,ASM306156v1,Contig,na,SAMN06464110,2018-04-14,GCA_003061565.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_003061565.1,,yes,major,rhamnosus,DS17_11,USFDA,47715
GCF_003061605.1,PRJNA336518,ASM306160v1,Contig,na,SAMN06464112,2018-04-14,GCA_003061605.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_003061605.1,,yes,major,rhamnosus,DS22_11,USFDA,47715
GCF_001005625.1,PRJNA280583,ASM100562v1,Contig,na,SAMN03465328,2015-05-08,GCA_001005625.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_001005625.1,,yes,major,rhamnosus,CNCM-I-3698,university of caen lower normandy,47715
GCF_015549085.1,PRJNA637878,ASM1554908v1,Scaffold,na,SAMN15532621,2020-11-17,GCA_015549085.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_015549085.1,,yes,major,rhamnosus,1001311H_170123_H11,Icahn School of Medicine at Mount Sinai,47715
GCF_013425725.1,PRJNA645702,ASM1342572v1,Scaffold,na,SAMN15514048,2020-07-19,GCA_013425725.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_013425725.1,,yes,major,rhamnosus,AMC0712,UNC-Chapel Hill,47715
GCF_002762445.1,PRJNA417224,ASM276244v1,Contig,na,SAMN07981099,2017-11-11,GCA_002762445.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_002762445.1,,yes,major,rhamnosus,GR-1,Agharkar Research Institute,47715
GCF_013425775.1,PRJNA645702,ASM1342577v1,Scaffold,na,SAMN15514047,2020-07-19,GCA_013425775.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_013425775.1,,yes,major,rhamnosus,AMC0706,UNC-Chapel Hill,47715
GCF_004798455.1,PRJNA493554,ASM479845v1,Scaffold,na,SAMN11370921,2019-04-16,GCA_004798455.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_004798455.1,,yes,major,rhamnosus,UBLR-58,Unique Biotech Limited,47715
GCF_002406705.1,PRJNA407882,ASM240670v1,Contig,na,SAMN07665580,2017-10-01,GCA_002406705.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_002406705.1,,yes,major,rhamnosus,B1,McGill University,47715
GCF_009742715.1,PRJNA587645,ASM974271v1,Contig,na,SAMN13198146,2019-12-11,GCA_009742715.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_009742715.1,,yes,major,rhamnosus,LR_AVK,"Kingston University London, United Kingdom",47715
GCF_009679395.1,PRJNA544527,ASM967939v1,Scaffold,na,SAMN11946120,2019-11-20,GCA_009679395.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_009679395.1,,yes,major,rhamnosus,BIOML-A3,Massachusetts Institute of Technology,47715
GCF_003061665.1,PRJNA336518,ASM306166v1,Contig,na,SAMN05864076,2018-04-14,GCA_003061665.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_003061665.1,,yes,major,rhamnosus,DS12_11,USFDA,47715
GCF_009679335.1,PRJNA544527,ASM967933v1,Scaffold,na,SAMN11946121,2019-11-20,GCA_009679335.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_009679335.1,,yes,major,rhamnosus,BIOML-A4,Massachusetts Institute of Technology,47715
GCF_005864245.1,PRJNA543085,ASM586424v1,Scaffold,na,SAMN11653945,2019-05-23,GCA_005864245.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_005864245.1,,yes,major,rhamnosus,FAM 20558,Agroscope,47715
GCF_003052925.1,PRJNA336518,ASM305292v1,Contig,na,SAMN06464111,2018-04-17,GCA_003052925.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_003052925.1,,yes,major,rhamnosus,DS18_11,USFDA,47715
GCF_003052985.1,PRJNA336518,ASM305298v1,Contig,na,SAMN05864073,2018-04-17,GCA_003052985.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_003052985.1,,yes,major,rhamnosus,DS3_11,USFDA,47715
GCF_003061625.1,PRJNA336518,ASM306162v1,Contig,na,SAMN05864075,2018-04-14,GCA_003061625.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_003061625.1,,yes,major,rhamnosus,DS9_11,USFDA,47715
GCF_002103185.1,PRJNA286713,ASM210318v1,Contig,na,SAMN03769466,2017-04-21,GCA_002103185.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_002103185.1,,yes,major,rhamnosus,Lrh47,University of Helsinki,47715
GCF_015558325.1,PRJNA637878,ASM1555832v1,Scaffold,na,SAMN15532931,2020-11-17,GCA_015558325.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_015558325.1,,yes,major,rhamnosus,1001287B_170213_A1,Icahn School of Medicine at Mount Sinai,47715
GCF_018458775.1,PRJNA716959,ASM1845877v1,Scaffold,na,SAMN18473070,2021-05-24,GCA_018458775.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_018458775.1,,yes,major,rhamnosus,RAB2019A,Northwestern University,47715
GCF_009805825.1,PRJNA286713,ASM980582v1,Contig,na,SAMN03729540,2019-12-27,GCA_009805825.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_009805825.1,,yes,major,rhamnosus,Lrh40,University of Helsinki,47715
GCF_002027355.1,PRJNA378124,ASM202735v1,Contig,na,SAMN06480070,2017-03-14,GCA_002027355.1,full,Lacticaseibacillus,Lacticaseibacillus rhamnosus (firmicutes),GCF_002027355.1,,yes,major,rhamnosus,R709,The University of Hong Kong,47715
